County,CountyDrinking,Population,Excessive,BirthDefectCases,Lower CI (%) (with nulls),BDPrevalence,Upper CI (%) (with nulls),Data Suppression (with nulls) (infants),Texas big cities,Texas small cities,Birth Defect,Color nulls supressed data (CI dash),Color nulls supressed data (infants),,,,,,Drinking Error Margin,DrinkingZ,Geometry (generated),Latitude (generated),Longitude (generated),GDPcap,FIPS,FIPS State,OverdoseRate,Standard Deviation,Lower Confidence Limit,Upper Confidence Limit,Urban/Rural Category,Census Division,Area,PopDensity,Age,BelowPoverty,SmokingRate,Chlamydia,TeenBirth,AirPollution,PhysEnvi,HousingProblem,Obesity,Diabetes,HigherBD,AfricanA,White
Victoria,0.19,"91,319",17350.61,722,5.31%,0.0572,6.14%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.36,"POLYGON((-97.3059 28.864,-96.9764 29.104,-96.9386 29.0632,-96.8321 29.0213,-96.7921 28.9188,-96.7402 28.8939,-96.7115 28.8514,-96.6993 28.7786,-96.6699 28.7603,-96.6596 28.7226,-96.6614 28.7026,-96.7228 28.6698,-96.8538 28.6352,-96.9305 28.5866,-96.9028 28.5665,-96.891 28.5072,-96.9251 28.4884,-96.9821 28.4996,-97.0491 28.55,-97.0908 28.5346,-97.1052 28.5548,-97.1608 28.5535,-97.1824 28.6106,-97.1589 28.7762,-97.1863 28.8326,-97.232 28.8653,-97.2932 28.8474,-97.3059 28.864))",28.7954,-96.9415,90724.00,48469,48,13.05878,0.99326,11.25717,15.1494,Small Metro,7,882,105,37,24.8,15,457.9,50,9.9,169.00,15,31,11,0.06140,5.9,44.6
Walker,0.20,"76,400",15280,322,4.56%,0.0512,5.68%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.17,"POLYGON((-95.8631 30.8641,-95.7846 30.8794,-95.758 30.9002,-95.6301 30.8998,-95.6179 30.9304,-95.4348 31.0581,-95.4343 30.9374,-95.3802 30.8801,-95.3967 30.8577,-95.3275 30.8595,-95.3591 30.5045,-95.3618 30.5089,-95.5989 30.509,-95.8302 30.6303,-95.8631 30.8641))",30.795,-95.5934,91109.00,48471,48,9.22199,0.91995,7.59481,11.19816,Micropolitan,7,784,108,37.5,31.9,17,581.3,21,10.1,230.00,20,32,9,0.05680,22.8,56.3
Waller,0.20,"56,794",11358.8,359,4.95%,0.0552,6.09%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,20-21%,1.41,"POLYGON((-96.1454 30.0702,-96.1919 30.1367,-96.1587 30.1423,-96.1647 30.2024,-96.0935 30.225,-96.0889 30.2287,-95.8043 30.2456,-95.8033 30.0902,-95.8383 30.0831,-95.9608 30.1634,-95.8262 29.7883,-95.9709 29.7286,-96.0327 29.7279,-96.0499 29.8038,-96.1025 29.8097,-96.1221 29.8394,-96.093 29.8794,-96.1263 29.8989,-96.1312 29.9337,-96.0949 29.9598,-96.1179 30.0505,-96.1454 30.0702))",29.9884,-95.9999,91887.00,48473,48,12.21811,1.26868,9.98407,14.95294,Large Fringe Metro,7,513,131,29.6,21.6,18,462.4,23,10.8,204.00,24,36,12,0.06090,24.5,42.9
Ward,0.18,"11,644",2095.92,108,4.76%,0.0586,6.97%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.14,"POLYGON((-103.6107 31.6518,-103.3275 31.6514,-102.7989 31.6518,-102.7672 31.6517,-102.7674 31.2938,-102.8249 31.2671,-102.9338 31.35,-103.0111 31.3713,-103.0523 31.3851,-103.0654 31.3661,-103.1812 31.3703,-103.2449 31.3894,-103.2612 31.4271,-103.3358 31.4138,-103.3935 31.4313,-103.4467 31.4245,-103.489 31.4563,-103.5041 31.515,-103.5045 31.6003,-103.531 31.6421,-103.5626 31.6329,-103.6107 31.6518))",31.4598,-103.1287,93310.00,48475,48,15.30102,2.66333,10.95783,21.36752,Noncore,7,836,13,34.5,22.8,15,298.6,62,7.1,27.00,10,32,11,0.06970,4.1,39.9
Washington,0.18,"35,805",6444.9,197,4.40%,0.0512,5.83%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.16,"POLYGON((-96.7946 30.1605,-96.7418 30.1973,-96.7426 30.2272,-96.6851 30.2557,-96.6409 30.2968,-96.4953 30.3259,-96.3582 30.372,-96.2994 30.3801,-96.2725 30.3585,-96.1995 30.3829,-96.1506 30.3703,-96.155 30.3308,-96.0854 30.2838,-96.0935 30.225,-96.1647 30.2024,-96.1587 30.1423,-96.1919 30.1367,-96.1454 30.0702,-96.1628 30.0531,-96.2913 30.0964,-96.5188 30.0652,-96.586 30.0647,-96.622 30.0443,-96.6472 30.1452,-96.7669 30.1387,-96.7946 30.1605))",30.2215,-96.4299,95644.00,48477,48,8.81069,1.20858,6.75799,11.48743,Micropolitan,7,604,63,41.8,18.7,14,535.0,26,9.9,190.00,13,29,12,0.05830,16.9,63.7
Webb,0.16,"267,114",42738.24,"2,425",4.68%,0.0488,5.07%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,15-17%,-1.1,"POLYGON((-100.0561 28.0913,-100.0869 28.1468,-100.1592 28.1676,-100.2122 28.1968,-100.1137 28.1978,-99.3942 28.2046,-99.3889 28.0304,-99.0003 28.0505,-98.8033 28.0575,-98.7983 27.354,-98.7981 27.268,-98.9546 27.2694,-99.3336 27.2732,-99.3706 27.3192,-99.4538 27.2651,-99.4966 27.2717,-99.495 27.3039,-99.5379 27.3175,-99.5044 27.3399,-99.4804 27.4816,-99.5283 27.4989,-99.5111 27.5645,-99.5568 27.6143,-99.58 27.6023,-99.594 27.6386,-99.6389 27.6268,-99.6913 27.6687,-99.7284 27.6793,-99.7707 27.7321,-99.8331 27.7629,-99.8723 27.7953,-99.8813 27.8496,-99.9015 27.8642,-99.9001 27.9121,-99.9371 27.9405,-99.9318 27.981,-99.9898 27.9929,-100.019 28.0664,-100.0561 28.0913))",27.7332,-99.288,96410.00,48479,48,12.96587,0.59358,11.85468,14.18161,Small Metro,7,"3,361",81,30.3,34,18,411.9,66,8.4,239.00,31,33,8,0.05070,0.3,3.5
Wharton,0.17,"41,570",7066.9,304,4.84%,0.0545,6.06%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,16-18%,-0.47,"POLYGON((-96.6403 29.2478,-96.3486 29.4083,-96.3077 29.5145,-96.1756 29.6338,-96.1146 29.6235,-96.0888 29.6017,-96.0595 29.5878,-96.0419 29.5405,-96.054 29.5124,-96.026 29.4953,-96.0595 29.4736,-96.0086 29.4298,-95.9918 29.4339,-95.9397 29.3528,-95.9505 29.3365,-95.8927 29.312,-95.8765 29.2658,-95.8476 29.2626,-95.874 29.2297,-95.9652 29.1469,-96.3092 28.9633,-96.6403 29.2478))",29.299,-96.221,103818.00,48481,48,10.60446,1.26085,8.42002,13.3565,Micropolitan,7,"1,086",38,37.9,24.9,16,376.0,49,10.0,120.00,14,30,11,0.06060,13.0,44.3
Wheeler,0.18,"4,990",898.2,22,2.02%,0.0323,4.89%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-19%,0.15,"POLYGON((-100.539 35.1831,-100.5402 35.6193,-100.0004 35.6191,-100.0004 35.4223,-100.0004 35.1827,-100.539 35.1831))",35.4067,-100.2697,106885.00,48483,48,13.85414,3.16712,8.99316,21.3438,Noncore,7,915,5,40.7,26.9,15,88.4,35,7.2,45.00,11,30,11,0.04890,2.7,68.8
Wichita,0.18,"129,350",23283,725,4.03%,0.0435,4.66%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.17,"POLYGON((-98.4236 33.836,-98.9531 33.834,-98.9524 34.2125,-98.8601 34.1499,-98.8311 34.1622,-98.7667 34.1368,-98.6901 34.1332,-98.6481 34.1644,-98.6102 34.1571,-98.5602 34.1332,-98.487 34.0629,-98.4235 34.0828,-98.4236 33.836))",33.9973,-98.6882,107013.00,48485,48,21.62671,1.0739,19.62435,23.83406,Small Metro,7,628,207,35.2,24.2,20,605.9,45,8.8,107.00,15,32,13,0.04660,10.5,65.3
Wilbarger,0.18,"12,887",2319.66,77,3.80%,0.0481,6.01%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.16,"POLYGON((-98.9531 33.834,-99.4757 33.834,-99.4753 34.0856,-99.4751 34.3959,-99.4335 34.3702,-99.3987 34.3758,-99.3952 34.442,-99.3756 34.4588,-99.3201 34.4093,-99.2613 34.4035,-99.2108 34.3368,-99.1898 34.2144,-99.0953 34.2118,-99.0434 34.1982,-98.9917 34.2214,-98.9524 34.2125,-98.9531 33.834))",34.1523,-99.2142,107395.00,48487,48,15.37106,2.52665,11.20615,21.08494,Micropolitan,7,971,13,40.2,37.5,17,391.5,53,8.0,65.00,13,29,12,0.06010,7.4,58.1
Willacy,0.15,"20,164",3024.6,126,3.82%,0.0462,5.43%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-16%,-1.7,"POLYGON((-97.8617 26.598,-97.4464 26.5999,-97.4177 26.3702,-97.447 26.3249,-97.509 26.3336,-97.5276 26.2993,-97.8619 26.348,-97.8619 26.4336,-98.0042 26.4487,-97.9844 26.5366,-97.9574 26.6118,-97.8617 26.598))",26.4556,-97.7389,108479.00,48489,48,6.8554,1.37485,4.67838,10.04645,Noncore,7,591,33,33.8,44,20,351.6,55,8.8,224.00,19,31,10,0.05430,1.9,8.9
Williamson,0.22,"609,017",133983.74,"3,732",5.48%,0.0566,5.84%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,22-23%,2.33,"POLYGON((-98.0499 30.6242,-97.9629 30.7858,-97.8285 30.9062,-97.6251 30.8704,-97.3155 30.7524,-97.2714 30.7357,-97.1552 30.4573,-97.3352 30.4032,-97.3692 30.4195,-97.4456 30.4614,-97.5122 30.4852,-97.5282 30.4754,-97.5762 30.5018,-97.6888 30.4614,-97.7467 30.4494,-97.7537 30.4334,-97.8133 30.4474,-97.8484 30.4727,-97.8679 30.5465,-97.9151 30.5806,-97.9171 30.6049,-97.9567 30.6282,-97.991 30.6098,-98.0499 30.6242))",30.6541,-97.6352,110116.00,48491,48,9.02586,0.35855,8.35046,9.7561,Medium Metro,7,"1,116",669,37.2,11,13,259.0,17,10.4,186.00,13,31,8,0.05840,6.4,59.6
Wilson,0.19,"49,753",9453.07,358,6.03%,0.0673,7.43%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-20%,0.79,"POLYGON((-98.4073 29.1144,-98.1334 29.4424,-98.1131 29.3653,-98.0847 29.3796,-97.8404 29.3768,-97.8588 29.3529,-97.7284 29.2217,-98.191 28.8823,-98.4073 29.1144))",29.1652,-98.0851,117599.00,48493,48,8.43259,1.06092,6.60823,10.76117,Large Fringe Metro,7,804,71,40.8,16.4,13,157.8,24,9.9,118.00,13,35,11,0.07430,1.4,57.2
Winkler,0.19,"7,791",1480.29,70,4.40%,0.0565,7.14%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.4,"POLYGON((-103.3275 31.6514,-103.3265 32.0004,-103.0644 32.0005,-103.0643 32.0871,-102.7991 32.0858,-102.7989 31.6518,-103.3275 31.6514))",31.8614,-103.0627,132049.00,48495,48,20.32125,3.77957,14.23911,29.00513,Noncore,7,841,9,34.7,18.6,16,274.8,61,7.0,26.00,10,31,9,0.07140,2.0,35.2
Wise,0.20,"68,632",13726.4,493,5.72%,0.0628,6.83%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,19-21%,1.16,"POLYGON((-97.9216 33.0013,-97.9182 33.4339,-97.4871 33.4338,-97.3831 33.4305,-97.3985 32.9902,-97.5442 32.9942,-97.9216 33.0013))",33.2115,-97.6555,139825.00,48497,48,14.73455,1.24061,12.50356,17.3644,Noncore,7,904,93,38.9,17.3,15,139.8,32,9.9,182.00,12,31,12,0.06830,1.4,76.5
Wood,0.18,"44,843",8071.74,243,5.27%,0.0603,6.78%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,17-18%,-0.15,"POLYGON((-95.6352 32.7203,-95.6654 32.9604,-95.309 32.9626,-95.1737 32.9619,-95.1522 33.0135,-95.1521 32.9025,-95.1534 32.5701,-95.1829 32.541,-95.2055 32.5723,-95.238 32.5605,-95.33 32.6047,-95.4603 32.6063,-95.5945 32.6871,-95.6352 32.7203))",32.7755,-95.3972,141712.00,48499,48,15.98156,1.5361,13.25412,19.27137,Noncore,7,645,77,48.1,21.4,15,235.3,34,10.1,124.00,15,29,13,0.06780,5.2,82.4
Yoakum,0.19,"7,694",1461.86,57,2.84%,0.0375,4.86%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.41,"POLYGON((-103.0647 32.9591,-103.0567 33.3884,-102.5948 33.3885,-102.595 32.9588,-103.0647 32.9591))",33.1614,-102.828,144532.00,48501,48,15.06413,3.12486,10.15393,22.35139,Noncore,7,800,9,30.7,18.9,14,257.4,57,7.3,69.00,13,29,9,0.04860,0.9,30.9
Young,0.18,"17,867",3216.06,118,4.46%,0.0544,6.42%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,18-19%,0.29,"POLYGON((-98.9539 33.3975,-98.4207 33.3962,-98.4266 33.0079,-98.4272 32.9523,-98.5756 32.9543,-98.9509 32.9569,-98.9539 33.3975))",33.1668,-98.6883,155670.00,48503,48,27.26403,3.11305,21.84303,34.03262,Noncore,7,914,20,40.7,22.4,15,268.2,50,8.2,37.00,10,32,13,0.06420,1.2,77.8
Zapata,0.15,"13,889",2083.35,115,3.84%,0.047,5.55%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,14-15%,-1.79,"POLYGON((-99.4538 27.2651,-99.3706 27.3192,-99.3336 27.2732,-98.9546 27.2694,-98.9542 26.7857,-99.0111 26.675,-99.1694 26.5717,-99.2002 26.6558,-99.2089 26.7248,-99.24 26.7459,-99.2424 26.7883,-99.2686 26.8432,-99.3289 26.8802,-99.3218 26.9068,-99.3883 26.9442,-99.3773 26.9738,-99.4155 27.0172,-99.4465 27.023,-99.451 27.0668,-99.4303 27.0949,-99.4396 27.1521,-99.4264 27.1783,-99.4538 27.2651))",26.9454,-99.1717,173932.00,48505,48,8.91432,1.72462,6.16178,12.89747,Noncore,7,998,14,31.2,50.4,18,243.5,79,7.9,104.00,23,29,9,0.05550,0.2,4.9
Zavala,0.14,"9,670",1353.8,89,4.05%,0.0504,6.21%,,,,Infants/Fetuses with Birth Defects, –,of live births,,,,,,13-14%,-2.17,"POLYGON((-100.1143 28.6481,-100.1114 29.0863,-99.4139 29.0913,-99.409 28.6406,-99.8753 28.6439,-100.1143 28.6481))",28.8648,-99.7623,223419.00,48507,48,9.85479,1.96375,6.74119,14.40913,Noncore,7,"1,297",7,32.7,57.3,20,122.6,70,8.3,93.00,23,28,9,0.06210,0.5,5.1
